"Compounds ID", "Tags", "Checked", "Name", "Formula", "Annot. Source: Predicted Compositions", "Annot. Source: mzCloud Search", "Annot. Source: mzVault Search", "Annot. Source: ChemSpider Search", "Annot. Source: MassList Search", "Annot. DeltaMass [ppm]", "Calc. MW", "m/z", "RT [min]", "Area (Max.)", "# ChemSpider Results", "# mzCloud Results", "# mzVault Results", "mzCloud Best Match", "mzCloud Best Match Confidence", "mzVault Best Match", "mzVault Library Match: LipidBlast-VS68-Neg", "mzVault Library Match: LipidBlast-VS68-Pos", "Class Coverage: Phosphatidylcholine Compound Class", "Mass List Match: LipidMaps Structure Database 2023-01-11", "Mass List Match: HMDB Serum metabolites (v5. 40600 cpds)", "MS2", "Neutral Losses", "Reference Ion", "Group Area: cla", "Group Area: cla_lps", "Group Area: ctrl", "Group Area: lps", "Group Area: no2-cla_lps", "Group CV [%]: cla", "Group CV [%]: cla_lps", "Group CV [%]: ctrl", "Group CV [%]: lps", "Group CV [%]: no2-cla_lps", "Ratio: (cla) / (ctrl)", "Ratio: (lps) / (ctrl)", "Ratio: (no2-cla_lps) / (ctrl)", "Ratio: (cla_lps) / (lps)", "Ratio: (no2-cla_lps) / (lps)", "Log2 Fold Change: (cla) / (ctrl)", "Log2 Fold Change: (lps) / (ctrl)", "Log2 Fold Change: (no2-cla_lps) / (ctrl)", "Log2 Fold Change: (cla_lps) / (lps)", "Log2 Fold Change: (no2-cla_lps) / (lps)", "P-value: (cla) / (ctrl)", "P-value: (lps) / (ctrl)", "P-value: (no2-cla_lps) / (ctrl)", "P-value: (cla_lps) / (lps)", "P-value: (no2-cla_lps) / (lps)", "Adj. P-value: (cla) / (ctrl)", "Adj. P-value: (lps) / (ctrl)", "Adj. P-value: (no2-cla_lps) / (ctrl)", "Adj. P-value: (cla_lps) / (lps)", "Adj. P-value: (no2-cla_lps) / (lps)", "Peak Rating (Max.)", "Peak Rating: Kidney-H-9.raw (F9)", "Peak Rating: Kidney-H-10.raw (F10)", "Peak Rating: Kidney-H-11.raw (F11)", "Peak Rating: Kidney-H-12.raw (F12)", "Peak Rating: Kidney-H-13.raw (F13)", "Peak Rating: Kidney-H-14.raw (F14)", "Peak Rating: Kidney-H-15.raw (F15)", "Peak Rating: Kidney-H-16.raw (F16)", "Peak Rating: Kidney-H-25.raw (F25)", "Peak Rating: Kidney-H-26.raw (F26)", "Peak Rating: Kidney-H-27.raw (F27)", "Peak Rating: Kidney-H-28.raw (F28)", "Peak Rating: Kidney-H-29.raw (F29)", "Peak Rating: Kidney-H-30.raw (F30)", "Peak Rating: Kidney-H-31.raw (F31)", "Peak Rating: Kidney-H-32.raw (F32)", "Peak Rating: Kidney-H-1.raw (F1)", "Peak Rating: Kidney-H-2.raw (F2)", "Peak Rating: Kidney-H-3.raw (F3)", "Peak Rating: Kidney-H-4.raw (F4)", "Peak Rating: Kidney-H-5.raw (F5)", "Peak Rating: Kidney-H-6.raw (F6)", "Peak Rating: Kidney-H-7.raw (F7)", "Peak Rating: Kidney-H-8.raw (F8)", "Peak Rating: Kidney-H-17.raw (F17)", "Peak Rating: Kidney-H-18.raw (F18)", "Peak Rating: Kidney-H-19.raw (F19)", "Peak Rating: Kidney-H-20.raw (F20)", "Peak Rating: Kidney-H-21.raw (F21)", "Peak Rating: Kidney-H-22.raw (F22)", "Peak Rating: Kidney-H-23.raw (F23)", "Peak Rating: Kidney-H-24.raw (F24)", "Peak Rating: Kidney-H-33.raw (F33)", "Peak Rating: Kidney-H-34.raw (F34)", "Peak Rating: Kidney-H-35.raw (F35)", "Peak Rating: Kidney-H-36.raw (F36)", "Peak Rating: Kidney-H-37.raw (F37)", "Peak Rating: Kidney-H-38.raw (F38)", "Peak Rating: Kidney-H-39.raw (F39)", "Peak Rating: Kidney-H-40.raw (F40)"
"8", "", "False", "Myristic acid", "C14 H28 O2", "Full match", " Full match", " No results", " Full match", " Full match", "-4.29", "228.20795", "227.20067", "7.319", "422523716.665512", "1", "2", "0", "97.0", "9.9", "", "No matches found", " No matches found", "", "Multiple matches found", " Single match found", "PreferredDDA", "", "[M-H]-1", "182926137.045053", " 194379578.794883", " 243281735.388585", " 340457057.960047", " 308874716.709166", "24.2514145004547", " 42.589374780854", " 17.0344290955881", " 18.6693030646386", " 14.7720026948155", "0.752", " 1.399", " 1.270", " 0.571", " 0.907", "-0.41", " 0.48", " 0.34", " -0.81", " -0.14", "0.359414934928692", " 0.279434402080739", " 0.618921886292409", " 0.00104176715200544", " 0.974786138707522", "1", " 1", " 1", " 0.100603341851192", " 1", "9.0", "7.6", " 7.6", " 7.6", " 7.6", " 8.0", " 7.6", " 7.6", " 8.0", " 7.0", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 8.1", " 8.1", " 7.7", " 8.1", " 8.1", " 8.5", " 8.1", " 8.5", " 8.1", " 8.5", " 8.1", " 8.1", " 8.1", " 8.1", " 8.1", " 8.1", " 8.2", " 8.6", " 9.0", " 8.6", " 9.0", " 9.0", " 8.6", " 8.6"
"10", "", "False", "Eicosapentaenoic acid", "C20 H30 O2", "Full match", " Full match", " No results", " Full match", " Not the top hit", "-2.46", "302.22384", "301.21656", "7.119", "399401852.52018", "39", "2", "0", "94.1", "81.9", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "192335873.376586", " 193385603.934854", " 171097480.525468", " 256625200.12997", " 251574139.821279", "44.6635812728812", " 48.6547612996856", " 40.4830689660415", " 33.1778507376642", " 29.5152051494446", "1.124", " 1.500", " 1.470", " 0.754", " 0.980", "0.17", " 0.58", " 0.56", " -0.41", " -0.03", "0.989420798220148", " 0.625416882856128", " 0.659725045561596", " 0.541376865676619", " 0.999997730459873", "1", " 1", " 1", " 1", " 1", "8.0", "7.0", " 6.6", " 6.6", " 7.0", " 7.0", " 6.6", " 7.0", " 6.6", " 7.0", " 7.0", " 7.0", " 6.6", " 7.0", " 6.6", " 6.6", " 7.0", " 7.0", " 6.6", " 6.6", " 6.6", " 7.0", " 6.6", " 7.0", " 6.6", " 7.5", " 7.5", " 7.5", " 7.1", " 7.5", " 7.5", " 7.1", " 7.5", " 8.0", " 8.0", " 8.0", " 7.6", " 8.0", " 8.0", " 8.0", " 8.0"
"224", "", "False", "", "C9 H4 N5 O5 P", "Full match", " No results", " No results", " No results", " No results", "1.36", "292.99540", "291.98813", "1.160", "397014780.444933", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "99771257.9325786", " 115161004.177089", " 106970371.283143", " 166559561.460264", " 106119590.861092", "36.5160033662626", " 9.08155828213944", " 45.1316699933369", " 47.3366893041342", " 16.2406600398714", "0.933", " 1.557", " 0.992", " 0.691", " 0.637", "-0.10", " 0.64", " -0.01", " -0.53", " -0.65", "0.68364604745523", " 0.0758658357675337", " 0.994427906881625", " 0.0406598044404688", " 0.0300663692939414", "1", " 0.603401914138247", " 1", " 0.723100403326436", " 0.488519250225107", "5.5", "", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.5", " ", " ", " 5.1", " ", " ", " 5.1", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " "
"28", "", "False", "", "C13 H31 N5 O3", "Full match", " No results", " No results", " No results", " No results", "1.28", "305.24308", "304.23563", "7.681", "372840111.811926", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "254623238.099156", " 221560847.298028", " 237871237.273348", " 186356204.972654", " 209813914.202365", "24.2573282790777", " 44.1559678889549", " 34.1509702809734", " 63.4352964086579", " 60.6857563255599", "1.070", " 0.783", " 0.882", " 1.189", " 1.126", "0.10", " -0.35", " -0.18", " 0.25", " 0.17", "0.982146916320457", " 0.724518718873786", " 0.567890030439859", " 0.988332163973122", " 0.999011153392699", "1", " 1", " 1", " 1", " 1", "7.6", "7.2", " 6.8", " 6.5", " 7.6", " 7.6", " 7.2", " 7.6", " 6.8", " 6.6", " 4.7", " 6.2", " 6.6", " 6.6", " 5.5", " 6.2", " 6.6", " 7.1", " 6.3", " 6.7", " 6.7", " 6.7", " 6.7", " 6.7", " 6.0", " 5.5", " ", " 6.6", " 6.2", " 6.2", " 5.5", " 6.2", " 6.2", " 5.5", " 6.2", " 5.5", " ", " ", " 5.8", " 6.2", " 5.5"
"25", "", "False", "", "C20 H36 Cl N O3", "Full match", " No results", " No results", " No results", " No results", "-2.21", "373.23755", "372.23026", "5.454", "355208309.659741", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "16733765.0999479", " 26016147.9794547", " 3290115.296232", " 5391918.83681399", " 10523383.7632907", "173.112136099647", " 62.2704395793501", " 154.260712300939", " 37.334294365863", " 45.3825720370936", "5.086", " 1.639", " 3.198", " 4.825", " 1.952", "2.35", " 0.71", " 1.68", " 2.27", " 0.96", "0.000483925286933751", " 0.999999999753687", " 0.611708482907827", " 0.00650311920294344", " 0.615238929878159", "0.0115588643668937", " 1", " 1", " 0.305782793516414", " 1", "6.6", "6.6", " 5.5", " 5.1", " 6.2", " 5.8", " 5.8", " 5.5", " 4.3", " 4.7", " 6.6", " 5.8", " 6.2", " 5.1", " 5.5", " 5.5", " 6.2", " 5.5", " 4.7", " 5.1", " 4.3", " 4.3", " 5.1", " 5.5", " 4.7", " ", " 6.3", " 4.8", " 6.0", " 5.2", " 6.3", " ", " 6.0", " 4.7", " 5.5", " 5.5", " 5.5", " 5.1", " 5.5", " 4.7", " 3.2"
"13", "", "False", "Alepric acid", "C14 H24 O2", "Full match", " No results", " No results", " No results", " Full match", "-4.62", "224.17659", "223.16932", "6.203", "335662003.394083", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "9650972.47336905", " 59028094.6657381", " 7163574.44570051", " 168318421.380752", " 134928474.491166", "62.4478729490842", " 97.3722357966288", " 47.8345307534533", " 33.5836897243467", " 51.8766991210147", "1.347", " 23.496", " 18.835", " 0.351", " 0.802", "0.43", " 4.55", " 4.24", " -1.51", " -0.32", "0.860068585992704", " 2.97243551994342E-09", " 3.45587780614665E-09", " 0.00974121336115541", " 0.999997953652239", "1", " 6.84498548836201E-07", " 2.77118201580384E-07", " 0.385416296000289", " 1", "7.5", "6.6", " 5.5", " 6.2", " 6.2", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 6.6", " 5.8", " 7.0", " 6.6", " 6.2", " 6.6", " 6.6", " 5.5", " 6.6", " 6.6", " 6.6", " 7.1", " 7.1", " 7.1", " 7.5", " 7.5", " 7.1", " 7.1", " 7.1", " 6.6", " 7.0", " 6.6", " 6.6", " 7.0", " 6.6", " 6.6", " 7.0"
"48", "", "False", "", "", "No results", " No results", " No results", " No results", " No results", "", "281.24277", "280.23551", "7.787", "330833782.758366", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "175034449.314817", " 165219050.194289", " 234085995.880527", " 220867459.1354", " 234181622.236533", "37.879968682673", " 46.3678622581578", " 15.2460432828417", " 56.3217209637148", " 46.1426228845832", "0.748", " 0.944", " 1.000", " 0.748", " 1.060", "-0.42", " -0.08", " 0.00", " -0.42", " 0.08", "0.608532512475415", " 0.55701090310755", " 0.915922883181356", " 0.999999986283632", " 0.95971745897048", "1", " 1", " 1", " 1", " 1", "8.1", "6.3", " 5.6", " 7.5", " 6.3", " 6.0", " 6.3", " ", " 6.0", " 5.5", " 5.8", " 5.5", " 6.6", " 5.8", " 6.2", " 6.2", " 6.6", " 8.1", " 7.3", " 7.0", " 7.7", " 7.7", " 7.7", " 7.0", " 7.7", " 6.6", " 5.1", " 6.2", " 6.2", " 7.0", " 6.6", " 6.2", " 5.5", " 6.2", " 6.6", " 6.2", " 6.2", " 6.6", " 6.2", " 5.5", " 5.5"
"9", "", "False", "Palmitoleic acid", "C16 H30 O2", "Full match", " Full match", " No results", " Full match", " Not the top hit", "-3.10", "254.22379", "253.21652", "7.502", "321872153.148199", "4", "6", "0", "97.6", "9.9", "", "No matches found", " No matches found", "", "Multiple matches found", " Multiple matches found", "PreferredDDA", "", "[M-H]-1", "104849474.982207", " 122247177.922263", " 159950878.979602", " 208969160.78626", " 197181960.659322", "40.0807044159421", " 34.8455763720453", " 13.9368509669063", " 31.3146292285464", " 28.5570791695021", "0.656", " 1.306", " 1.233", " 0.585", " 0.944", "-0.61", " 0.39", " 0.30", " -0.77", " -0.08", "0.134130715446227", " 0.429882571067771", " 0.665777639418856", " 0.00409018829212182", " 0.995146149830799", "0.797766857895738", " 1", " 1", " 0.236993426139007", " 1", "9.0", "6.6", " 6.2", " 7.0", " 7.0", " 7.0", " 6.6", " 6.6", " 6.2", " 6.3", " 7.5", " 7.5", " 6.7", " 7.5", " 7.1", " 7.5", " 7.5", " 8.6", " 8.6", " 8.6", " 8.6", " 9.0", " 8.6", " 8.6", " 8.6", " 7.5", " 7.5", " 7.5", " 7.1", " 7.5", " 7.5", " 7.5", " 6.7", " 8.0", " 7.6", " 7.6", " 7.6", " 7.2", " 7.6", " 8.0", " 8.0"
"14", "", "False", "Palmitoleic acid", "C16 H30 O2", "No match", " Invalid mass", " No results", " No match", " No match", "70842.09", "272.23438", "253.21654", "7.500", "321872153.148199", "1", "6", "0", "97.5", "9.9", "", "No matches found", " No matches found", "", "Multiple matches found", " No matches found", "OtherDDA", "", "[M-H-H2O]-1", "104849474.982207", " 122247177.922263", " 159950878.979602", " 208969160.78626", " 197181960.659322", "40.0807044159421", " 34.8455763720453", " 13.9368509669063", " 31.1318705168023", " 28.5570791695021", "0.656", " 1.306", " 1.233", " 0.585", " 0.944", "-0.61", " 0.39", " 0.30", " -0.77", " -0.08", "0.132462481912815", " 0.449169032766134", " 0.663646476255745", " 0.00441098378230542", " 0.996694369504258", "0.79058409678664", " 1", " 1", " 0.244974982246061", " 1", "9.0", "6.6", " 6.2", " 7.0", " 7.0", " 7.0", " 6.6", " 6.6", " 6.2", " 6.3", " 7.5", " 7.5", " 6.7", " 7.5", " 7.1", " 7.5", " 7.5", " 8.6", " 8.6", " 8.6", " 8.6", " 9.0", " 8.6", " 8.6", " 8.6", " 7.5", " 7.5", " 7.5", " 7.1", " 7.5", " 7.5", " 7.5", " 6.7", " 8.0", " 7.6", " 7.6", " 7.6", " 7.2", " 7.6", " 8.0", " 8.0"
"16", "", "False", "", "C2 H8 N2 O7 P2", "Full match", " No results", " No results", " No results", " No results", "4.53", "233.98173", "232.97446", "0.496", "319979801.130362", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "39235654.4760031", " 19328223.1098304", " 90538862.3946169", " 105508445.128951", " 19134590.5782302", "105.590084165507", " 127.866515789864", " 89.5753877703965", " 87.6554416911234", " 100.993523118813", "0.433", " 1.165", " 0.211", " 0.183", " 0.181", "-1.21", " 0.22", " -2.24", " -2.45", " -2.46", "0.718245945019531", " 0.999850776605532", " 0.31210394083119", " 0.177894115965781", " 0.240171085497468", "1", " 1", " 0.852495587775218", " 1", " 1", "7.0", "7.0", " 6.6", " 6.6", " 6.6", " 5.5", " 5.5", " 6.6", " 3.9", " 6.2", " 4.3", " 6.2", " 5.8", " 5.5", " 6.2", " ", " 4.3", " 5.8", " 5.8", " 3.6", " 6.6", " 6.6", " 5.8", " 7.0", " 6.2", " 6.6", " 5.1", " 5.1", " 5.8", " 6.2", " 6.6", " 6.6", " 6.6", " 3.2", " 6.6", " 5.1", " 5.8", " 5.5", " 5.8", " 6.2", " 6.6"
"551", "", "False", "", "C9 H3 N2 O4 P", "Full match", " No results", " No results", " No results", " No results", "-4.98", "233.98188", "232.97460", "1.126", "303178113.232182", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "64192047.2219613", " 62615998.0756534", " 104002200.012981", " 124367117.472174", " 59442476.6440571", "52.0224057659159", " 15.6456472275997", " 49.2145770800503", " 52.8677040886882", " 26.1967153490889", "0.617", " 1.196", " 0.572", " 0.503", " 0.478", "-0.70", " 0.26", " -0.81", " -0.99", " -1.07", "0.100983119636953", " 0.693984478357944", " 0.107719317909876", " 0.00555821091637143", " 0.00441828857489357", "0.660065063653185", " 1", " 0.413718315645908", " 0.278873141005206", " 0.167428901650292", "6.5", "5.8", " ", " 5.5", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " ", " 5.8", " ", " ", " ", " 6.1", " ", " ", " ", " ", " 6.5", " "
"27", "", "False", "Temiverine", "C24 H35 N O3", "Not the top hit", " No results", " No results", " Partial match", " Full match", "-2.34", "385.26079", "420.23020", "5.725", "302754099.111257", "1", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " Single match found", "PreferredDDA", "", "[M+Cl]-1", "27678420.3974309", " 39077633.31649", " 16767987.9650505", " 21256205.5919973", " 57800879.0254692", "160.027350765738", " 55.9320656364198", " 127.931768275534", " 37.6420415518227", " 49.4001631552304", "1.651", " 1.268", " 3.447", " 1.838", " 2.719", "0.72", " 0.34", " 1.79", " 0.88", " 1.44", "0.55750060109329", " 0.983825063422488", " 0.0583834055507099", " 0.849674489571936", " 0.175809958124313", "1", " 1", " 0.263885941243546", " 1", " 1", "6.6", "5.1", " 5.1", " 4.7", " 5.8", " 5.5", " 5.1", " 4.3", " 5.1", " 5.1", " 5.8", " 4.3", " 5.5", " 5.8", " 5.8", " 6.6", " 5.1", " 5.1", " 4.3", " 5.5", " 4.7", " 5.8", " 5.1", " 5.5", " 5.8", " 6.0", " 5.6", " 6.0", " 5.6", " 5.6", " 6.0", " 6.3", " 6.3", " 5.8", " 5.8", " 5.5", " 5.8", " 5.5", " 5.8", " 5.8", " 5.1"
"573", "", "False", "", "C20 H32 Cl N7 O", "Full match", " No results", " No results", " No results", " No results", "4.42", "421.23755", "420.23027", "5.724", "302754099.111257", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "27678420.3974309", " 39077633.31649", " 16767987.9650505", " 21256205.5919973", " 57800879.0254692", "160.027350765738", " 55.9320656364198", " 127.931768275534", " 37.6420415518227", " 49.4001631552304", "1.651", " 1.268", " 3.447", " 1.838", " 2.719", "0.72", " 0.34", " 1.79", " 0.88", " 1.44", "0.55750060109329", " 0.983825063422488", " 0.0583834055507099", " 0.849674489571936", " 0.175809958124313", "1", " 1", " 0.263885941243546", " 1", " 1", "6.6", "5.1", " 5.1", " 4.7", " 5.8", " 5.5", " 5.1", " 4.3", " 5.1", " 5.1", " 5.8", " 4.3", " 5.5", " 5.8", " 5.8", " 6.6", " 5.1", " 5.1", " 4.3", " 5.5", " 4.7", " 5.8", " 5.1", " 5.5", " 5.8", " 6.0", " 5.6", " 6.0", " 5.6", " 5.6", " 6.0", " 6.3", " 6.3", " 5.8", " 5.8", " 5.5", " 5.8", " 5.5", " 5.8", " 5.8", " 5.1"
"20", "", "False", "Cer 18:3;2O/2:0", "C20 H35 N O3", "Full match", " No results", " Full match", " No results", " Partial match", "-2.65", "337.26080", "372.23019", "5.638", "281018451.249131", "0", "0", "1", "", "", "0.1", "Single match found", " No matches found", "", "Single match found", " No matches found", "PreferredDDA", "", "[M+Cl]-1", "12720897.2458929", " 29091192.4935843", " 11086000.1156086", " 17658008.7447414", " 32871440.2890104", "176.065112066062", " 62.1562568852229", " 160.590143716488", " 58.5191927236692", " 72.2442974886363", "1.147", " 1.593", " 2.965", " 1.647", " 1.862", "0.20", " 0.67", " 1.57", " 0.72", " 0.90", "0.727609077357041", " 0.996018522400435", " 0.130287894012808", " 0.760871651323568", " 0.256499249776514", "1", " 1", " 0.473802098626468", " 1", " 1", "6.2", "5.8", " 5.8", " 3.2", " 5.8", " 5.8", " 5.8", " 5.8", " 5.1", " 5.8", " 5.8", " 5.5", " 6.2", " 5.8", " 5.8", " 5.8", " 5.8", " 5.5", " 5.8", " 5.8", " 5.5", " 6.2", " 6.2", " 5.5", " 6.2", " 5.8", " 5.5", " 6.2", " 6.2", " 6.2", " 5.5", " 5.8", " 5.1", " 5.8", " 5.8", " 6.2", " 6.2", " 5.8", " 6.2", " 6.2", " 6.2"
"524", "", "False", "", "C20 H36 Cl N O3", "Full match", " No results", " No results", " No results", " No results", "-2.80", "373.23733", "372.23007", "5.638", "281018451.249131", "0", "0", "0", "", "", "", "No matches found", " No matches found", "", "No matches found", " No matches found", "PreferredDDA", "", "[M-H]-1", "12720897.2458929", " 29091192.4935843", " 11086000.1156086", " 17658008.7447414", " 32871440.2890104", "176.065112066062", " 62.1562568852229", " 160.590143716488", " 58.5191927236692", " 72.2442974886363", "1.147", " 1.593", " 2.965", " 1.647", " 1.862", "0.20", " 0.67", " 1.57", " 0.72", " 0.90", "0.727609077357041", " 0.996018522400435", " 0.130287894012808", " 0.760871651323568", " 0.256499249776514", "1", " 1", " 0.473802098626468", " 1", " 1", "6.2", "5.8", " 5.8", " 3.2", " 5.8", " 5.8", " 5.8", " 5.8", " 5.1", " 5.8", " 5.8", " 5.5", " 6.2", " 5.8", " 5.8", " 5.8", " 5.8", " 5.5", " 5.8", " 5.8", " 5.5", " 6.2", " 6.2", " 5.5", " 6.2", " 5.8", " 5.5", " 6.2", " 6.2", " 6.2", " 5.5", " 5.8", " 5.1", " 5.8", " 5.8", " 6.2", " 6.2", " 5.8", " 6.2", " 6.2", " 6.2"
"11","","False","all-cis-4,7,10,13,16-Docosapentaenoic acid","C22 H34 O2","Full match"," Full match"," No results"," Partial match"," Full match","-2.10","330.25519","329.24791","7.854","275191649.039321","7","2","0","94.7","61.2","","No matches found"," No matches found","","Multiple matches found"," Multiple matches found","PreferredDDA","","[M-H]-1","123589090.436896"," 132848503.086056"," 93176286.3025889"," 120137048.152021"," 112250626.634063","49.7400073137361"," 29.9635685790139"," 27.4671625091729"," 30.2936629844087"," 42.1614576337907","1.326"," 1.289"," 1.205"," 1.106"," 0.934","0.41"," 0.37"," 0.27"," 0.15"," -0.10","0.444210162976094"," 0.553649307664183"," 0.814274447171551"," 0.985648344434695"," 0.991678872236732","1"," 1"," 1"," 1"," 1","8.0","6.6"," 6.6"," 6.6"," 7.0"," 7.0"," 6.6"," 6.6"," 6.6"," 7.6"," 7.6"," 7.2"," 7.2"," 7.2"," 8.0"," 8.0"," 8.0"," 8.0"," 8.0"," 7.6"," 7.6"," 7.6"," 7.6"," 8.0"," 7.2"," 7.1"," 6.0"," 7.5"," 7.1"," 7.1"," 7.1"," 7.5"," 7.1"," 6.2"," 5.8"," 6.6"," 6.2"," 6.2"," 7.0"," 7.0"," 4.7"
"24","","False","2E,4E,8E,10E-Dodecatetraenedioic acid","C12 H14 O4","Full match"," No results"," No results"," Partial match"," Full match","-4.51","222.08821","221.08093","3.615","272798307.653875","6","0","0","","","","No matches found"," No matches found","","Single match found"," Multiple matches found","PreferredDDA","","[M-H]-1","80360020.0740828"," 95846543.9595964"," 72509747.1943531"," 105673230.971195"," 66225395.7298784","62.1907184733256"," 68.8626520839305"," 55.5278152801262"," 74.687835773775"," 64.7807006170288","1.108"," 1.457"," 0.913"," 0.907"," 0.627","0.15"," 0.54"," -0.13"," -0.14"," -0.67","0.999894724971873"," 0.999999337074498"," 0.999999982222508"," 0.959103792548232"," 0.999997421860957","1"," 1"," 1"," 1"," 1","7.0","6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 7.0"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"," 6.6"
"19", "", "False", "Docosahexaenoic Acid", "C22 H32 O2", "No match", " Invalid mass", " No match", " No results", " No match", "999996.73", "656.47939", "655.47211", "7.429", "265522625.809315", "0", "2", "1", "90.9", "9.5", "39.0", "Single match found", " No matches found", "", "Multiple matches found", " No matches found", "PreferredDDA", "Fatty_Acid_22:6", "[M-H]-1", "93398613.3809609", " 118274241.625225", " 109972969.941325", " 148837039.053217", " 138935364.424863", "61.6562098699158", " 51.079031892226", " 41.9766096664061", " 43.3109036741572", " 28.1473159855786", "0.849", " 1.353", " 1.263", " 0.795", " 0.933", "-0.24", " 0.44", " 0.34", " -0.33", " -0.10", "0.999966854809246", " 0.875536231071322", " 0.769362029867304", " 0.906917009184082", " 0.999467140981119", "1", " 1", " 1", " 1", " 1", "7.6", "7.0", " 7.0", " 6.2", " 7.0", " ", " 6.6", " 7.0", " 6.2", " 5.1", " 5.8", " 6.2", " 6.2", " 5.8", " 6.6", " 6.2", " 5.8", " 6.2", " 5.1", " 5.8", " 5.1", " 6.2", " 6.6", " 5.8", " 5.1", " 6.2", " 6.6", " 6.2", " 6.6", " 7.0", " 6.2", " 5.5", " 6.2", " 7.6", " 6.8", " 6.8", " 7.6", " ", " 7.6", " 7.6", " 6.5"
"21","","False","8Z,11Z,14Z-Eicosatrienoic acid","C20 H34 O2","Full match"," Full match"," No results"," Full match"," Not the top hit","-2.24","306.25519","305.24792","7.895","263214227.825656","12","3","0","98.1","9.9","","No matches found"," No matches found","","Multiple matches found"," Multiple matches found","PreferredDDA","","[M-H]-1","176831457.526415"," 147836871.467405"," 209832581.972716"," 202285548.856649"," 180389945.342774","26.5067362084912"," 28.6457628332661"," 21.4299878866643"," 22.2747206016407"," 14.9857839134742","0.843"," 0.964"," 0.860"," 0.731"," 0.892","-0.25"," -0.05"," -0.22"," -0.45"," -0.17","0.871697015718956"," 0.999998793379236"," 0.904526303442785"," 0.0551221769793806"," 0.886743155623291","1"," 1"," 1"," 0.822089656011278"," 1","9.0","7.2"," 8.0"," 8.0"," 7.2"," 8.0"," 7.6"," 7.2"," 6.8"," 8.0"," 7.6"," 7.6"," 7.6"," 7.2"," 7.6"," 8.0"," 7.6"," 8.0"," 7.6"," 7.6"," 7.6"," 7.6"," 7.2"," 7.2"," 7.6"," 7.2"," 7.2"," 7.6"," 7.6"," 7.6"," 7.6"," 7.2"," 7.2"," 9.0"," 8.2"," 8.6"," 8.6"," 8.2"," 8.2"," 8.6"," 8.6"
